WORLD:

Rows: 20
Columns: 80
Log Rows: 10
Log Columns: 100
Turn: 73

ORGANISM:

Wolf (11, 13): Age - 72, Strength - 9
Dandelion (8, 42): Spread to (7, 42)
Dandelion (18, 48): Was created
Dandelion (18, 47): Spread to (18, 48)
Dandelion (11, 46): Was created
Dandelion (11, 45): Spread to (11, 46)
Dandelion (8, 44): Was created
Dandelion (9, 44): Spread to (8, 44)
Deadly Nightshade (18, 17): Was created
Deadly Nightshade (18, 18): Spread to (18, 17)
-- Turn 41 --
Fox (10, 13): Moved to (11, 13)
Wolf (14, 10): Moved to (14, 11)
Sheep (1, 1): Moved to (0, 1)
Sheep (4, 6): Moved to (3, 6)
Antelope (18, 6): Moved to (18, 8)
Sheep (0, 5): Moved to (0, 4)
Guarana (6, 40): Was created
Guarana (5, 40): Spread to (6, 40)
Hogweed (15, 21): Was created
Hogweed (16, 21): Spread to (15, 21)
Guarana (3, 43): Was created
Guarana (2, 43): Spread to (3, 43)
Dandelion (8, 39): Was created
Dandelion (9, 39): Spread to (8, 39)
Grass (12, 55): Was created
Grass (11, 55): Spread to (12, 55)
Dandelion (17, 49): Was created
Dandelion (17, 48): Spread to (17, 49)
Dandelion (19, 48): Was created
Dandelion (19, 47): Spread to (19, 48)
Deadly Nightshade (19, 18): Was created
Deadly Nightshade (18, 18): Spread to (19, 18)
Dandelion (14, 28): Was created
Dandelion (14, 29): Spread to (14, 28)
Dandelion (8, 34): Was created
Dandelion (9, 34): Spread to (8, 34)
Dandelion (7, 41): Was created
Dandelion (8, 41): Spread to (7, 41)
Dandelion (8, 35): Was created
Dandelion (9, 35): Spread to (8, 35)
Grass (10, 46): Was created
Grass (10, 45): Spread to (10, 46)
Guarana (1, 36): Was created
Guarana (0, 36): Spread to (1, 36)
Dandelion (6, 42): Was created
Dandelion (7, 42): Spread to (6, 42)
Deadly Nightshade (19, 17): Was created
Deadly Nightshade (18, 17): Spread to (19, 17)
-- Turn 42 --
Fox (11, 13): Moved to (11, 14)
Wolf (14, 11): Moved to (14, 12)
Sheep (0, 1): Moved to (0, 2)
Sheep (3, 6): Moved to (4, 6)
Antelope (18, 8): Moved to (16, 8)
Sheep (0, 4): Moved to (0, 3)
Grass (8, 48): Was created
Grass (9, 48): Spread to (8, 48)
Dandelion (13, 30): Was created
Dandelion (13, 31): Spread to (13, 30)
Guarana (5, 39): Was created
Guarana (5, 40): Spread to (5, 39)
Dandelion (9, 32): Was created
Dandelion (9, 33): Spread to (9, 32)
Grass (15, 53): Was created
Grass (14, 53): Spread to (15, 53)
Hogweed (16, 20): Was created
Hogweed (16, 21): Spread to (16, 20)
Grass (10, 55): Was created
Grass (11, 55): Spread to (10, 55)
Guarana (2, 36): Was created
Guarana (2, 37): Spread to (2, 36)
Dandelion (6, 43): Was created
Dandelion (7, 43): Spread to (6, 43)
Dandelion (13, 29): Was created
Dandelion (14, 29): Spread to (13, 29)
Dandelion (8, 40): Was created
Dandelion (8, 41): Spread to (8, 40)
Dandelion (15, 26): Was created
Dandelion (15, 27): Spread to (15, 26)
Dandelion (7, 44): Was created
Dandelion (8, 44): Spread to (7, 44)
Hogweed (14, 21): Was created
Hogweed (15, 21): Spread to (14, 21)
Dandelion (19, 49): Was created
Dandelion (19, 48): Spread to (19, 49)
-- Turn 43 --
Fox (11, 14): Moved to (12, 14)
Wolf (14, 12): Moved to (13, 12)
Sheep (0, 2): Moved to (0, 1)
Sheep (4, 6): Moved to (5, 6)
Antelope (16, 8): Moved to (14, 8)
Sheep (0, 3): Moved to (1, 3)
Hogweed (15, 22): Was created
Hogweed (16, 22): Spread to (15, 22)
Deadly Nightshade (17, 19): Was created
Deadly Nightshade (18, 19): Spread to (17, 19)
Dandelion (15, 28): Was created
Dandelion (16, 28): Spread to (15, 28)
Guarana (5, 42): Was created
Guarana (4, 42): Spread to (5, 42)
Dandelion (7, 39): Was created
Dandelion (8, 39): Spread to (7, 39)
Dandelion (13, 28): Was created
Dandelion (14, 28): Spread to (13, 28)
Grass (7, 48): Was created
Grass (8, 48): Spread to (7, 48)
Hogweed (15, 20): Was created
Hogweed (16, 20): Spread to (15, 20)
Dandelion (6, 44): Was created
Dandelion (7, 44): Spread to (6, 44)
Dandelion (7, 45): Was created
Dandelion (7, 44): Spread to (7, 45)
Dandelion (19, 50): Was created
Dandelion (19, 49): Spread to (19, 50)
-- Turn 44 --
Fox (12, 14): Moved to (12, 13)
Wolf (13, 12): Moved to (13, 11)
Sheep (0, 1): Moved to (0, 0)
Sheep (5, 6): Moved to (4, 6)
Antelope (14, 8): Moved to (14, 6)
Sheep (1, 3): Moved to (1, 2)
Dandelion (8, 36): Was created
Dandelion (9, 36): Spread to (8, 36)
Grass (7, 50): Was created
Grass (8, 50): Spread to (7, 50)
Grass (15, 49): Was created
Grass (15, 48): Spread to (15, 49)
Dandelion (8, 37): Was created
Dandelion (9, 37): Spread to (8, 37)
Hogweed (16, 25): Was created
Hogweed (17, 25): Spread to (16, 25)
Dandelion (14, 27): Was created
Dandelion (15, 27): Spread to (14, 27)
Dandelion (7, 38): Was created
Dandelion (8, 38): Spread to (7, 38)
Dandelion (18, 49): Was created
Dandelion (18, 48): Spread to (18, 49)
Dandelion (17, 50): Was created
Dandelion (17, 49): Spread to (17, 50)
Dandelion (6, 41): Was created
Dandelion (6, 42): Spread to (6, 41)
Hogweed (16, 19): Was created
Hogweed (16, 20): Spread to (16, 19)
Dandelion (7, 40): Was created
Dandelion (8, 40): Spread to (7, 40)
Dandelion (15, 25): Was created
Dandelion (15, 26): Spread to (15, 25)
Dandelion (14, 26): Was created
Dandelion (15, 26): Spread to (14, 26)
Hogweed (13, 21): Was created
Hogweed (14, 21): Spread to (13, 21)
Dandelion (13, 27): Was created
Dandelion (13, 28): Spread to (13, 27)
Dandelion (6, 45): Was created
Dandelion (6, 44): Spread to (6, 45)
-- Turn 45 --
Fox (12, 13): Moved to (12, 14)
Wolf (13, 11): Moved to (13, 12)
Sheep (0, 0): Moved to (1, 0)
Sheep (4, 6): Moved to (3, 6)
Antelope (14, 6): Moved to (16, 6)
Sheep (1, 2): Moved to (1, 3)
Grass (14, 50): Was created
Grass (14, 49): Spread to (14, 50)
Guarana (0, 45): Was created
Guarana (0, 44): Spread to (0, 45)
Dandelion (7, 35): Was created
Dandelion (8, 35): Spread to (7, 35)
Deadly Nightshade (17, 18): Was created
Deadly Nightshade (17, 19): Spread to (17, 18)
Guarana (5, 43): Was created
Guarana (5, 42): Spread to (5, 43)
Dandelion (19, 51): Was created
Dandelion (19, 50): Spread to (19, 51)
Dandelion (7, 36): Was created
Dandelion (8, 36): Spread to (7, 36)
Dandelion (6, 38): Was created
Dandelion (7, 38): Spread to (6, 38)
Dandelion (15, 24): Was created
Dandelion (15, 25): Spread to (15, 24)
Dandelion (14, 25): Was created
Dandelion (15, 25): Spread to (14, 25)
-- Turn 46 --
Fox (12, 14): Moved to (12, 15)
Wolf (13, 12): Moved to (14, 12)
Sheep (1, 0): Moved to (0, 0)
Sheep (3, 6): Moved to (3, 5)
Antelope (16, 6): Moved to (16, 8)
Sheep (1, 3): Moved to (2, 3)
Dandelion (12, 31): Was created
Dandelion (13, 31): Spread to (12, 31)
Dandelion (11, 30): Was created
Dandelion (11, 31): Spread to (11, 30)
Hogweed (16, 23): Was created
Hogweed (16, 24): Spread to (16, 23)
Grass (16, 50): Was created
Grass (16, 49): Spread to (16, 50)
Guarana (6, 39): Was created
Guarana (5, 39): Spread to (6, 39)
Grass (15, 54): Was created
Grass (15, 53): Spread to (15, 54)
Dandelion (12, 29): Was created
Dandelion (13, 29): Spread to (12, 29)
Hogweed (14, 22): Was created
Hogweed (14, 21): Spread to (14, 22)
Dandelion (17, 51): Was created
Dandelion (17, 50): Spread to (17, 51)
Dandelion (13, 26): Was created
Dandelion (13, 27): Spread to (13, 26)
Guarana (1, 45): Was created
Guarana (0, 45): Spread to (1, 45)
Dandelion (18, 51): Was created
Dandelion (19, 51): Spread to (18, 51)
Dandelion (6, 37): Was created
Dandelion (6, 38): Spread to (6, 37)
-- Turn 47 --
Fox (12, 15): Moved to (11, 15)
Wolf (14, 12): Moved to (15, 12)
Sheep (0, 0): Moved to (0, 1)
Sheep (3, 5): Moved to (2, 5)
Antelope (16, 8): Moved to (14, 8)
Sheep (2, 3): Moved to (2, 4)
Grass (15, 51): Was created
Grass (14, 51): Spread to (15, 51)
Guarana (1, 44): Was created
Guarana (1, 43): Spread to (1, 44)
Grass (9, 54): Was created
Grass (9, 53): Spread to (9, 54)
Guarana (2, 44): Was created
Guarana (2, 43): Spread to (2, 44)
Dandelion (10, 30): Was created
Dandelion (10, 31): Spread to (10, 30)
Grass (14, 54): Was created
Grass (13, 54): Spread to (14, 54)
Grass (10, 54): Was created
Grass (10, 55): Spread to (10, 54)
Grass (7, 49): Was created
Grass (7, 48): Spread to (7, 49)
Dandelion (19, 52): Was created
Dandelion (19, 51): Spread to (19, 52)
Dandelion (5, 38): Was created
Dandelion (6, 38): Spread to (5, 38)
Dandelion (14, 24): Was created
Dandelion (15, 24): Spread to (14, 24)
-- Turn 48 --
Fox (11, 15): Moved to (11, 14)
Wolf (15, 12): Moved to (14, 12)
Sheep (0, 1): Moved to (0, 0)
Sheep (1, 5): Was created
Sheep (2, 5): Reproduce with Sheep (2, 4)
Antelope (14, 8): Moved to (16, 8)
Sheep (1, 4): Was created
Sheep (2, 4): Reproduce with Sheep (2, 5)
Guarana (3, 36): Was created
Guarana (3, 37): Spread to (3, 36)
Guarana (0, 35): Was created
Guarana (0, 36): Spread to (0, 35)
Guarana (4, 44): Was created
Guarana (4, 43): Spread to (4, 44)
Hogweed (15, 23): Was created
Hogweed (15, 22): Spread to (15, 23)
Dandelion (7, 37): Was created
Dandelion (7, 38): Spread to (7, 37)
Dandelion (5, 45): Was created
Dandelion (6, 45): Spread to (5, 45)
Dandelion (6, 35): Was created
Dandelion (7, 35): Spread to (6, 35)
Dandelion (18, 52): Was created
Dandelion (19, 52): Spread to (18, 52)
-- Turn 49 --
Fox (11, 14): Moved to (11, 13)
Wolf (14, 12): Moved to (13, 12)
Sheep (0, 0): Moved to (0, 1)
Sheep (3, 5): Was created
Sheep (2, 5): Reproduce with Sheep (1, 5)
Antelope (16, 8): Moved to (16, 10)
Sheep (3, 4): Was created
Sheep (2, 4): Reproduce with Sheep (2, 5)
Sheep (0, 5): Was created
Sheep (1, 5): Reproduce with Sheep (1, 4)
Sheep (1, 4): Moved to (1, 3)
Guarana (4, 37): Was created
Guarana (4, 38): Spread to (4, 37)
Grass (13, 55): Was created
Grass (12, 55): Spread to (13, 55)
Dandelion (7, 34): Was created
Dandelion (8, 34): Spread to (7, 34)
Dandelion (8, 32): Was created
Dandelion (9, 32): Spread to (8, 32)
Dandelion (12, 30): Was created
Dandelion (13, 30): Spread to (12, 30)
Dandelion (18, 50): Was created
Dandelion (17, 50): Spread to (18, 50)
Dandelion (17, 52): Was created
Dandelion (17, 51): Spread to (17, 52)
Grass (9, 55): Was created
Grass (9, 54): Spread to (9, 55)
Dandelion (13, 24): Was created
Dandelion (14, 24): Spread to (13, 24)
Dandelion (6, 34): Was created
Dandelion (6, 35): Spread to (6, 34)
-- Turn 50 --
Fox (11, 13): Moved to (12, 13)
Wolf (13, 12): Moved to (13, 13)
Sheep (0, 1): Moved to (1, 1)
Sheep (2, 6): Was created
Sheep (2, 5): Reproduce with Sheep (3, 5)
Antelope (16, 10): Moved to (16, 8)
Sheep (2, 4): Moved to (2, 3)
Sheep (1, 5): Moved to (1, 4)
Sheep (0, 3): Was created
Sheep (1, 3): Reproduce with Sheep (1, 4)
Sheep (4, 5): Was created
Sheep (3, 5): Reproduce with Sheep (3, 4)
Sheep (3, 4): Moved to (2, 4)
Sheep (0, 5): Moved to (0, 4)
Grass (16, 53): Was created
Grass (15, 53): Spread to (16, 53)
Grass (7, 47): Was created
Grass (7, 48): Spread to (7, 47)
Dandelion (13, 25): Was created
Dandelion (14, 25): Spread to (13, 25)
Dandelion (12, 26): Was created
Dandelion (13, 26): Spread to (12, 26)
Dandelion (11, 29): Was created
Dandelion (11, 30): Spread to (11, 29)
Guarana (1, 35): Was created
Guarana (0, 35): Spread to (1, 35)
Dandelion (7, 32): Was created
Dandelion (8, 32): Spread to (7, 32)
Dandelion (16, 52): Was created
Dandelion (17, 52): Spread to (16, 52)
-- Turn 51 --
Fox (12, 13): Moved to (11, 13)
Wolf (13, 13): Moved to (12, 13)
Sheep (1, 1): Moved to (2, 1)
Sheep (2, 5): Moved to (1, 5)
Antelope (16, 8): Moved to (18, 8)
Sheep (3, 3): Was created
Sheep (2, 3): Reproduce with Sheep (1, 3)
Sheep (3, 4): Was created
Sheep (1, 4): Reproduce with Sheep (2, 4)
Sheep (1, 2): Was created
Sheep (1, 3): Reproduce with Sheep (0, 3)
Sheep (2, 5): Was created
Sheep (3, 5): Reproduce with Sheep (3, 4)
Sheep (4, 4): Was created
Sheep (2, 4): Reproduce with Sheep (3, 4)
Sheep (0, 5): Was created
Sheep (0, 4): Reproduce with Sheep (0, 3)
Sheep (2, 6): Moved to (3, 6)
Sheep (0, 2): Was created
Sheep (0, 3): Reproduce with Sheep (0, 4)
Sheep (4, 5): Moved to (5, 5)
Turtle (1, 15): Moved to (0, 15)
Grass (7, 46): Was created
Grass (8, 46): Spread to (7, 46)
Dandelion (9, 31): Was created
Dandelion (10, 31): Spread to (9, 31)
Dandelion (12, 28): Was created
Dandelion (13, 28): Spread to (12, 28)
Dandelion (12, 27): Was created
Dandelion (13, 27): Spread to (12, 27)
Dandelion (6, 46): Was created
Dandelion (6, 45): Spread to (6, 46)
Grass (15, 50): Was created
Grass (14, 50): Spread to (15, 50)
Dandelion (6, 36): Was created
Dandelion (6, 37): Spread to (6, 36)
Dandelion (19, 53): Was created
Dandelion (19, 52): Spread to (19, 53)
Dandelion (5, 44): Was created
Dandelion (5, 45): Spread to (5, 44)
Dandelion (12, 25): Was created
Dandelion (13, 25): Spread to (12, 25)
-- Turn 52 --
Fox (11, 13): Moved to (10, 13)
Wolf (12, 13): Moved to (12, 14)
Sheep (2, 1): Moved to (1, 1)
Sheep (1, 6): Was created
Sheep (1, 5): Reproduce with Sheep (0, 5)
Antelope (18, 8): Moved to (16, 8)
Sheep (2, 2): Was created
Sheep (2, 3): Reproduce with Sheep (3, 3)
Sheep (4, 5): Was created
Sheep (3, 5): Reproduce with Sheep (2, 5)
Sheep (0, 6): Was created
Sheep (0, 4): Reproduce with Sheep (0, 5)
Sheep (3, 6): Moved to (3, 7)
Sheep (5, 5): Moved to (5, 6)
Sheep (3, 3): Moved to (3, 2)
Sheep (3, 3): Was created
Sheep (3, 4): Reproduce with Sheep (2, 4)
Sheep (2, 1): Was created
Sheep (1, 2): Reproduce with Sheep (2, 2)
Sheep (2, 6): Was created
Sheep (2, 5): Reproduce with Sheep (2, 4)
Sheep (4, 4): Moved to (5, 4)
Sheep (0, 7): Was created
Sheep (0, 5): Reproduce with Sheep (0, 6)
Sheep (0, 1): Was created
Sheep (0, 2): Reproduce with Sheep (1, 2)
Grass (8, 53): Was created
Grass (8, 52): Spread to (8, 53)
Dandelion (7, 33): Was created
Dandelion (8, 33): Spread to (7, 33)
Dandelion (10, 29): Was created
Dandelion (10, 30): Spread to (10, 29)
Grass (16, 51): Was created
Grass (15, 51): Spread to (16, 51)
Guarana (4, 45): Was created
Guarana (4, 44): Spread to (4, 45)
Hogweed (14, 23): Was created
Hogweed (15, 23): Spread to (14, 23)
Dandelion (11, 26): Was created
Dandelion (12, 26): Spread to (11, 26)
Dandelion (8, 31): Was created
Dandelion (9, 31): Spread to (8, 31)
Dandelion (11, 28): Was created
Dandelion (12, 28): Spread to (11, 28)
Dandelion (11, 27): Was created
Dandelion (12, 27): Spread to (11, 27)
Dandelion (5, 36): Was created
Dandelion (6, 36): Spread to (5, 36)
-- Turn 53 --
Fox (10, 13): Moved to (11, 13)
Wolf (12, 14): Moved to (12, 13)
Sheep (1, 0): Was created
Sheep (1, 1): Reproduce with Sheep (0, 1)
Antelope (16, 8): Moved to (14, 8)
Sheep (3, 6): Was created
Sheep (3, 5): Reproduce with Sheep (3, 4)
Sheep (4, 4): Was created
Sheep (2, 4): Reproduce with Sheep (3, 4)
Sheep (3, 7): Moved to (4, 7)
Sheep (5, 6): Moved to (4, 6)
Sheep (4, 2): Was created
Sheep (3, 2): Reproduce with Sheep (2, 2)
Sheep (5, 4): Moved to (5, 3)
Sheep (1, 6): Moved to (1, 7)
Sheep (5, 5): Was created
Sheep (4, 5): Reproduce with Sheep (4, 4)
Sheep (0, 6): Moved to (1, 6)
Sheep (4, 3): Was created
Sheep (3, 3): Reproduce with Sheep (3, 2)
Sheep (3, 1): Was created
Sheep (2, 1): Reproduce with Sheep (1, 1)
Sheep (2, 6): Moved to (2, 7)
Sheep (0, 7): Moved to (0, 8)
Sheep (0, 1): Moved to (0, 0)
Dandelion (5, 37): Was created
Dandelion (6, 37): Spread to (5, 37)
Grass (8, 54): Was created
Grass (9, 54): Spread to (8, 54)
Dandelion (9, 30): Was created
Dandelion (10, 30): Spread to (9, 30)
Dandelion (5, 46): Was created
Dandelion (5, 45): Spread to (5, 46)
Dandelion (6, 33): Was created
Dandelion (6, 34): Spread to (6, 33)
Dandelion (12, 24): Was created
Dandelion (12, 25): Spread to (12, 24)
Dandelion (10, 28): Was created
Dandelion (11, 28): Spread to (10, 28)
Dandelion (10, 27): Was created
Dandelion (11, 27): Spread to (10, 27)
-- Turn 54 --
Fox (11, 13): Moved to (11, 12)
Wolf (12, 13): Moved to (13, 13)
Sheep (0, 1): Was created
Sheep (1, 1): Reproduce with Sheep (1, 0)
Sheep (0, 6): Was created
Sheep (1, 5): Reproduce with Sheep (0, 5)
Antelope (14, 8): Moved to (16, 8)
Sheep (2, 6): Was created
Sheep (3, 5): Reproduce with Sheep (3, 6)
Sheep (3, 7): Was created
Sheep (4, 7): Reproduce with Sheep (4, 6)
Sheep (5, 6): Was created
Sheep (4, 6): Reproduce with Sheep (4, 5)
Sheep (5, 3): Moved to (5, 2)
Sheep (0, 7): Was created
Sheep (1, 7): Reproduce with Sheep (2, 7)
Sheep (2, 0): Was created
Sheep (2, 2): Reproduce with Sheep (2, 1)
Sheep (5, 4): Was created
Sheep (4, 5): Reproduce with Sheep (4, 4)
Sheep (3, 0): Was created
Sheep (2, 1): Reproduce with Sheep (2, 0)
Sheep (2, 8): Was created
Sheep (2, 7): Reproduce with Sheep (2, 6)
Sheep (1, 8): Was created
Sheep (0, 8): Reproduce with Sheep (0, 7)
Sheep (3, 8): Was created
Sheep (3, 6): Reproduce with Sheep (3, 7)
Sheep (6, 4): Was created
Sheep (4, 4): Reproduce with Sheep (5, 4)
Sheep (4, 1): Was created
Sheep (4, 2): Reproduce with Sheep (3, 2)
Sheep (6, 5): Was created
Sheep (5, 5): Reproduce with Sheep (5, 6)
Sheep (5, 3): Was created
Sheep (4, 3): Reproduce with Sheep (4, 2)
Turtle (0, 15): Moved to (1, 15)
Deadly Nightshade (19, 16): Was created
Deadly Nightshade (19, 17): Spread to (19, 16)
Dandelion (18, 53): Was created
Dandelion (18, 52): Spread to (18, 53)
Dandelion (9, 27): Was created
Dandelion (10, 27): Spread to (9, 27)
-- Turn 55 --
Fox (11, 12): Moved to (12, 12)
Wolf (13, 13): Moved to (13, 14)
Antelope (16, 8): Moved to (16, 6)
Sheep (5, 7): Was created
Sheep (4, 7): Reproduce with Sheep (4, 6)
Sheep (4, 8): Was created
Sheep (4, 6): Reproduce with Sheep (4, 7)
Sheep (6, 2): Was created
Sheep (5, 2): Reproduce with Sheep (4, 2)
Sheep (2, 9): Was created
Sheep (2, 7): Reproduce with Sheep (2, 8)
Sheep (0, 8): Moved to (0, 9)
Sheep (6, 6): Was created
Sheep (5, 6): Reproduce with Sheep (5, 7)
Sheep (0, 8): Was created
Sheep (0, 7): Reproduce with Sheep (1, 7)
Sheep (3, 0): Moved to (4, 0)
Sheep (3, 9): Was created
Sheep (2, 8): Reproduce with Sheep (2, 9)
Sheep (1, 9): Was created
Sheep (1, 8): Reproduce with Sheep (1, 7)
Sheep (5, 8): Was created
Sheep (3, 8): Reproduce with Sheep (4, 8)
Sheep (7, 4): Was created
Sheep (6, 4): Reproduce with Sheep (6, 5)
Sheep (5, 1): Was created
Sheep (4, 1): Reproduce with Sheep (4, 0)
Sheep (7, 5): Was created
Sheep (6, 5): Reproduce with Sheep (5, 5)
Sheep (6, 3): Was created
Sheep (5, 3): Reproduce with Sheep (4, 3)
Turtle (1, 15): Moved to (1, 14)
Grass (7, 52): Was created
Grass (8, 52): Spread to (7, 52)
Grass (10, 56): Was created
Grass (10, 55): Spread to (10, 56)
Grass (14, 55): Was created
Grass (14, 54): Spread to (14, 55)
Dandelion (7, 31): Was created
Dandelion (7, 32): Spread to (7, 31)
Dandelion (6, 47): Was created
Dandelion (6, 46): Spread to (6, 47)
Dandelion (11, 25): Was created
Dandelion (11, 26): Spread to (11, 25)
Dandelion (10, 26): Was created
Dandelion (11, 26): Spread to (10, 26)
Dandelion (5, 47): Was created
Dandelion (5, 46): Spread to (5, 47)
Dandelion (12, 23): Was created
Dandelion (12, 24): Spread to (12, 23)
Dandelion (9, 28): Was created
Dandelion (10, 28): Spread to (9, 28)
Dandelion (9, 26): Was created
Dandelion (9, 27): Spread to (9, 26)
-- Turn 56 --
Fox (12, 12): Moved to (12, 13)
Wolf (13, 14): Moved to (13, 13)
Antelope (16, 6): Moved to (14, 6)
Sheep (4, 9): Was created
Sheep (4, 7): Reproduce with Sheep (4, 8)
Sheep (6, 1): Was created
Sheep (5, 2): Reproduce with Sheep (5, 1)
Sheep (3, 0): Was created
Sheep (2, 1): Reproduce with Sheep (2, 0)
Sheep (0, 9): Moved to (0, 10)
Sheep (5, 0): Was created
Sheep (4, 0): Reproduce with Sheep (3, 0)
Sheep (8, 5): Was created
Sheep (6, 5): Reproduce with Sheep (7, 5)
Sheep (6, 7): Was created
Sheep (5, 7): Reproduce with Sheep (4, 7)
Sheep (6, 8): Was created
Sheep (4, 8): Reproduce with Sheep (5, 8)
Sheep (7, 2): Was created
Sheep (6, 2): Reproduce with Sheep (6, 3)
Sheep (2, 10): Was created
Sheep (2, 9): Reproduce with Sheep (2, 8)
Sheep (7, 6): Was created
Sheep (6, 6): Reproduce with Sheep (6, 7)
Sheep (0, 8): Moved to (0, 9)
Sheep (3, 10): Was created
Sheep (3, 9): Reproduce with Sheep (2, 9)
Sheep (1, 10): Was created
Sheep (1, 9): Reproduce with Sheep (1, 8)
Sheep (5, 9): Was created
Sheep (5, 8): Reproduce with Sheep (6, 8)
Sheep (8, 4): Was created
Sheep (7, 4): Reproduce with Sheep (6, 4)
Sheep (6, 3): Moved to (7, 3)
Grass (6, 51): Was created
Grass (7, 51): Spread to (6, 51)
Guarana (4, 46): Was created
Guarana (4, 45): Spread to (4, 46)
Dandelion (8, 30): Was created
Dandelion (8, 31): Spread to (8, 30)
Grass (7, 53): Was created
Grass (8, 53): Spread to (7, 53)
Dandelion (9, 29): Was created
Dandelion (10, 29): Spread to (9, 29)
Dandelion (17, 53): Was created
Dandelion (18, 53): Spread to (17, 53)
Dandelion (10, 25): Was created
Dandelion (11, 25): Spread to (10, 25)
Dandelion (8, 28): Was created
Dandelion (9, 28): Spread to (8, 28)
Dandelion (8, 26): Was created
Dandelion (9, 26): Spread to (8, 26)
Dandelion (9, 25): Was created
Dandelion (9, 26): Spread to (9, 25)
-- Turn 57 --
Fox (12, 13): Moved to (12, 14)
Wolf (13, 13): Moved to (12, 13)
Antelope (14, 6): Moved to (14, 8)
Sheep (6, 3): Was created
Sheep (5, 2): Reproduce with Sheep (5, 3)
Sheep (0, 8): Was created
Sheep (1, 7): Reproduce with Sheep (0, 7)
Sheep (0, 11): Was created
Sheep (0, 10): Reproduce with Sheep (1, 10)
Sheep (8, 6): Was created
Sheep (6, 6): Reproduce with Sheep (7, 6)
Sheep (4, 10): Was created
Sheep (3, 9): Reproduce with Sheep (4, 9)
Sheep (7, 3): Moved to (8, 3)
Sheep (6, 1): Moved to (7, 1)
Sheep (6, 0): Was created
Sheep (5, 0): Reproduce with Sheep (4, 0)
Sheep (9, 5): Was created
Sheep (8, 5): Reproduce with Sheep (7, 5)
Sheep (7, 7): Was created
Sheep (6, 7): Reproduce with Sheep (6, 6)
Sheep (7, 8): Was created
Sheep (6, 8): Reproduce with Sheep (6, 7)
Sheep (7, 2): Moved to (7, 3)
Sheep (2, 11): Was created
Sheep (2, 10): Reproduce with Sheep (3, 10)
Sheep (3, 11): Was created
Sheep (3, 10): Reproduce with Sheep (3, 9)
Sheep (1, 11): Was created
Sheep (1, 10): Reproduce with Sheep (2, 10)
Sheep (5, 9): Moved to (6, 9)
Sheep (9, 4): Was created
Sheep (8, 4): Reproduce with Sheep (8, 3)
Turtle (1, 14): Moved to (1, 15)
Guarana (3, 44): Was created
Guarana (3, 43): Spread to (3, 44)
Grass (12, 56): Was created
Grass (12, 55): Spread to (12, 56)
Hogweed (14, 20): Was created
Hogweed (14, 21): Spread to (14, 20)
Hogweed (12, 21): Was created
Hogweed (13, 21): Spread to (12, 21)
Guarana (0, 46): Was created
Guarana (0, 45): Spread to (0, 46)
Dandelion (5, 35): Was created
Dandelion (6, 35): Spread to (5, 35)
Guarana (4, 36): Was created
Guarana (4, 37): Spread to (4, 36)
Dandelion (6, 32): Was created
Dandelion (7, 32): Spread to (6, 32)
Dandelion (11, 24): Was created
Dandelion (12, 24): Spread to (11, 24)
Dandelion (4, 47): Was created
Dandelion (5, 47): Spread to (4, 47)
Dandelion (11, 23): Was created
Dandelion (12, 23): Spread to (11, 23)
Dandelion (7, 30): Was created
Dandelion (8, 30): Spread to (7, 30)
Dandelion (17, 54): Was created
Dandelion (17, 53): Spread to (17, 54)
-- Turn 58 --
Fox (12, 14): Moved to (11, 14)
Wolf (12, 13): Moved to (13, 13)
Antelope (14, 8): Moved to (12, 8)
Sheep (7, 2): Was created
Sheep (5, 2): Reproduce with Sheep (6, 2)
Sheep (0, 12): Was created
Sheep (0, 10): Reproduce with Sheep (0, 11)
Sheep (5, 9): Was created
Sheep (4, 8): Reproduce with Sheep (5, 8)
Sheep (6, 1): Was created
Sheep (6, 2): Reproduce with Sheep (5, 2)
Sheep (5, 10): Was created
Sheep (5, 8): Reproduce with Sheep (5, 9)
Sheep (8, 3): Moved to (8, 2)
Sheep (4, 11): Was created
Sheep (4, 9): Reproduce with Sheep (4, 10)
Sheep (7, 1): Moved to (7, 0)
Sheep (10, 5): Was created
Sheep (8, 5): Reproduce with Sheep (9, 5)
Sheep (8, 3): Was created
Sheep (7, 3): Reproduce with Sheep (6, 3)
Sheep (9, 6): Was created
Sheep (7, 6): Reproduce with Sheep (8, 6)
Sheep (6, 9): Moved to (7, 9)
Sheep (10, 4): Was created
Sheep (8, 4): Reproduce with Sheep (9, 4)
Sheep (1, 12): Was created
Sheep (0, 11): Reproduce with Sheep (1, 11)
Sheep (8, 6): Moved to (8, 7)
Sheep (10, 6): Was created
Sheep (9, 5): Reproduce with Sheep (9, 6)
Sheep (7, 8): Moved to (8, 8)
Sheep (2, 11): Moved to (2, 12)
Sheep (2, 11): Was created
Sheep (3, 11): Reproduce with Sheep (3, 10)
Sheep (9, 3): Was created
Sheep (9, 4): Reproduce with Sheep (9, 5)
Dandelion (5, 34): Was created
Dandelion (6, 34): Spread to (5, 34)
Dandelion (6, 48): Was created
Dandelion (6, 47): Spread to (6, 48)
Dandelion (10, 24): Was created
Dandelion (10, 25): Spread to (10, 24)
Dandelion (8, 25): Was created
Dandelion (8, 26): Spread to (8, 25)
Dandelion (8, 29): Was created
Dandelion (8, 30): Spread to (8, 29)
Dandelion (3, 47): Was created
